Project;Network;Activity;Customer;WBS;Opr. short text;PM;TL;Latest Start Date;Latest Start Week;Latest Finish Date;Latest Finish Week;Activity Code;Original Finish Date;Latest Finish Day;Activity Description;Actual work;Work;Work Center;WBS Type
P.0022674;P.0022674;0857;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.028;ENG URM_CD CIRCULATION DEVICE;R.H. Koezema;G. Fransen/G.M. Verwaal;20250603;23;20250613;24;EN;20250613;Friday;Engineering;                                                                                              0.000;                                                                                               15.2;110PAS;08
P.0022674;P.0022674;0864;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.029;ENG Jowa specs;R.H. Koezema;G. Fransen/G.M. Verwaal;20250605;23;20250613;24;EN;20250613;Friday;Engineering;                                                                                              0.000;                                                                                                3.2;110PAS;01
P.0022674;P.0022674;0871;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.901;Eng Mechanical overall;R.H. Koezema;G. Fransen/G.M. Verwaal;20250207;06;20260213;07;EM;20260213;Friday;Engineering Mechanical;                                                                                             21.000;                                                                                               57.7;110PAS;EM
P.0022674;P.0022674;0878;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.901.001;ENG ILC ENG Mechanical (Overall);R.H. Koezema;G. Fransen/G.M. Verwaal;20250207;06;20260526;22;IM;20260526;Tuesday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0022674;P.0022674;0879;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.902;Eng SW Development;R.H. Koezema;G. Fransen/G.M. Verwaal;20250207;06;20251128;48;SD;20251128;Friday;Engineering Software;                                                                                              0.000;                                                                                              241.1;130;SD
P.0022674;P.0022674;0886;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.906;Eng SW Testing;R.H. Koezema;G. Fransen/G.M. Verwaal;20251201;49;20260116;03;ST;20260116;Friday;S.W. Testing;                                                                                              0.000;                                                                                              185.0;140;ST
P.0022674;P.0022674;0889;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.911;ENG URM_ME ELECTRICAL CABINET;R.H. Koezema;G. Fransen/G.M. Verwaal;20250610;24;20250617;25;EN;20250617;Tuesday;Engineering;                                                                                              0.000;                                                                                                4.5;110PAS;6E
P.0022674;P.0022674;0895;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.912;ENG URM_CO CONTROLS CRM;R.H. Koezema;G. Fransen/G.M. Verwaal;20250505;19;20250613;24;EN;20250613;Friday;Engineering;                                                                                              0.000;                                                                                              153.1;120;CH
P.0022674;P.0022674;0897;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.912;ENG Safety PLC Testing URM_CO CONTROLS C;R.H. Koezema;G. Fransen/G.M. Verwaal;20251201;49;20260116;03;HT;20260116;Friday;Hardware Testing;                                                                                              0.000;                                                                                               15.3;120;CH
P.0022674;P.0022674;0901;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.02.913;ENG URM_ME CABLE TRUNKING & HMI HOUSING;R.H. Koezema;G. Fransen/G.M. Verwaal;20250507;19;20250606;23;EN;20250606;Friday;Engineering;                                                                                              0.000;                                                                                              106.2;110PAS;CT
P.0022674;P.0022674;0947;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.001;ENG URM_DP MOHNOPUMP DEPOSITOR;R.H. Koezema;B.A. Nieuwkerk;20250616;25;20250701;27;EN;20250701;Tuesday;Engineering;                                                                                              0.000;                                                                                               37.3;110PPD;62
P.0022674;P.0022674;0953;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.002;ENG Jowa Specs;R.H. Koezema;B.A. Nieuwkerk;20250627;26;20250704;27;EN;20250704;Friday;Engineering;                                                                                              0.000;                                                                                                0.0;110PPD;01
P.0022674;P.0022674;0960;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.901;Eng Mechanical overall;R.H. Koezema;B.A. Nieuwkerk;20250207;06;20260213;07;EM;20260213;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                8.0;110PPD;EM
P.0022674;P.0022674;0967;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.901.001;ENG ILC ENG Mechanical (Overall);R.H. Koezema;B.A. Nieuwkerk;20250207;06;20260526;22;IM;20260526;Tuesday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0022674;P.0022674;0968;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.902;Eng SW Development;R.H. Koezema;B.A. Nieuwkerk;20250207;06;20251224;52;SD;20251224;Wednesday;Engineering Software;                                                                                              0.000;                                                                                               27.2;130;SD
P.0022674;P.0022674;0972;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.906;Eng SW Testing;R.H. Koezema;B.A. Nieuwkerk;20251229;01;20260116;03;ST;20260116;Friday;S.W. Testing;                                                                                              0.000;                                                                                               20.0;140;ST
P.0022674;P.0022674;0975;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.912;ENG URM_CO CONTROLS MOHNOPUMP;R.H. Koezema;B.A. Nieuwkerk;20250625;26;20250704;27;EN;20250704;Friday;Engineering;                                                                                              0.000;                                                                                               26.1;120;6H
P.0022674;P.0022674;0977;FRESH FOOD & BEVERAGE GROUP AG;P.0022674.03.912;ENG Safety PLC Testing URM_CO CONTROLS M;R.H. Koezema;B.A. Nieuwkerk;20250207;06;20260116;03;HT;20260116;Friday;Hardware Testing;                                                                                              0.000;                                                                                                2.6;120;6H
